Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,day_of_journey,month_of_journey,count_journey_days,dep_day_part,arrival_day_part,check-in baggage included,In-flight meal,Change airports,Business class,layover,stop_points, AMD , ATQ , BBI , BDQ , BHO , BLR , BOM , CCU , COK , DED , DEL , GAU , GOI , GWL , HBX , HYD , IDR , IMF , ISK , IXA , IXB , IXC , IXR , IXU , IXZ , JAI , JDH , JLR , KNU , LKO , MAA , NAG , NDC , PAT , PNQ , RPR , STV , TRV , UDR , VGA , VNS , VTZ 
Air India,2019-06-01,Banglore,Delhi,10:00,12:45,2.75,0,6961,1,6,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-12,Mumbai,Hyderabad,08:15,16:35,8.33,2,23843,12,3,0.0,morning,afternoon,1,1,0,0,0,"[' JDH ', ' DEL ']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-24,Chennai,Kolkata,09:45,12:00,2.25,0,3597,24,5,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-27,Delhi,Cochin,13:00,21:00,8.0,1,7408,27,6,0.0,afternoon,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-27,Banglore,Delhi,05:55,08:35,2.67,0,3257,27,5,0.0,early morning,morning,0,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-06,Mumbai,Hyderabad,05:45,07:15,1.5,0,1965,6,5,0.0,early morning,early morning,0,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-03-27,Delhi,Cochin,06:40,19:15,12.58,1,9100,27,3,0.0,early morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-18,Mumbai,Hyderabad,19:30,20:45,1.25,0,3100,18,6,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-01,Banglore,New Delhi,08:00,18:25,10.42,1,26890,1,3,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-24,Banglore,Delhi,17:45,20:45,3.0,0,8016,24,6,0.0,afternoon,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-24,Kolkata,Banglore,20:30,20:25,23.92,1,12173,24,3,1.0,evening,evening,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-27,Delhi,Cochin,04:55,21:00,16.08,1,8784,27,5,0.0,mid night,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-09,Delhi,Cochin,06:50,12:10,5.33,1,5298,9,5,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-06-09,Delhi,Cochin,17:55,22:50,4.92,1,5409,9,6,0.0,afternoon,evening,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GoAir,2019-05-01,Delhi,Cochin,07:25,13:35,6.17,1,5842,1,5,0.0,early morning,afternoon,1,1,0,0,0,[' AMD '],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-18,Mumbai,Hyderabad,15:50,17:20,1.5,0,2228,18,3,0.0,afternoon,afternoon,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-06,Chennai,Kolkata,17:45,20:05,2.33,0,3543,6,5,0.0,afternoon,evening,0,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-21,Kolkata,Banglore,21:00,02:15,5.25,1,7228,21,5,1.0,evening,mid night,1,1,0,0,0,[' PNQ '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IndiGo,2019-04-15,Delhi,Cochin,05:05,12:10,7.08,1,6287,15,4,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-27,Delhi,Cochin,13:00,01:30,12.5,1,13377,27,6,1.0,afternoon,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-03,Kolkata,Banglore,17:15,20:00,2.75,0,6985,3,3,0.0,afternoon,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-03,Delhi,Cochin,13:00,19:15,6.25,1,8372,3,6,0.0,afternoon,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-21,Kolkata,Banglore,09:25,05:25,20.0,2,14687,21,5,1.0,morning,early morning,1,1,0,0,0,"[' BOM ', ' AMD ']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-09,Delhi,Cochin,11:00,14:15,3.25,0,9564,9,3,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-03-12,Mumbai,Hyderabad,08:45,16:45,8.0,1,12080,12,3,0.0,morning,afternoon,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-03,Delhi,Cochin,17:50,01:30,7.67,2,18275,3,6,1.0,afternoon,mid night,1,1,0,0,0,"[' IXU ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-06,Delhi,Cochin,07:30,21:00,13.5,1,6093,6,6,0.0,early morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-09,Delhi,Cochin,05:40,04:25,22.75,2,14861,9,3,1.0,early morning,mid night,1,1,0,0,0,"[' BHO ', ' BOM ']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-18,Kolkata,Banglore,11:30,14:05,2.58,0,4804,18,5,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-01,Kolkata,Banglore,20:25,19:10,22.75,1,9314,1,5,1.0,evening,evening,1,0,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-09,Delhi,Cochin,08:45,19:00,10.25,1,9794,9,5,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-21,Delhi,Cochin,05:30,19:00,13.5,2,13029,21,5,0.0,early morning,evening,1,0,0,0,0,"[' JAI ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-06-03,Kolkata,Banglore,17:10,19:40,2.5,0,3841,3,6,0.0,afternoon,evening,0,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-18,Banglore,New Delhi,08:00,13:15,5.25,1,12284,18,3,0.0,morning,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-09,Delhi,Cochin,21:50,04:25,6.58,1,14714,9,6,1.0,evening,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-04-01,Kolkata,Banglore,06:30,22:35,16.08,1,7064,1,4,0.0,early morning,evening,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-18,Banglore,Delhi,07:10,10:10,3.0,0,5198,18,5,0.0,early morning,morning,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-15,Kolkata,Banglore,06:30,16:20,9.83,1,14781,15,5,0.0,early morning,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-24,Delhi,Cochin,20:15,19:15,23.0,2,13381,24,6,1.0,evening,evening,1,1,0,0,0,"[' CCU ', ' BOM ']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-01,Delhi,Cochin,05:10,08:00,2.83,0,6094,1,6,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-01,Delhi,Cochin,06:50,12:10,5.33,1,5298,1,6,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-27,Delhi,Cochin,10:00,21:00,11.0,1,7408,27,6,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-12,Kolkata,Banglore,21:10,12:00,14.83,1,14388,12,5,1.0,evening,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-24,Delhi,Cochin,19:45,19:15,23.5,2,9443,24,6,1.0,evening,evening,1,1,0,0,0,"[' AMD ', ' BOM ']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-03,Delhi,Cochin,07:05,19:15,36.17,2,11762,3,3,1.0,early morning,evening,1,1,0,0,0,"[' HYD ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-06-27,Delhi,Cochin,12:30,09:25,20.92,1,7480,27,6,1.0,afternoon,morning,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-15,Delhi,Cochin,05:35,08:50,3.25,0,5406,15,3,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-12,Delhi,Cochin,11:00,14:15,3.25,0,9564,12,6,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-09,Delhi,Cochin,09:40,19:00,9.33,2,10368,9,6,0.0,morning,evening,1,0,0,0,0,"[' JAI ', ' BOM ']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-09,Delhi,Cochin,07:15,12:30,5.25,1,5636,9,5,0.0,early morning,afternoon,1,1,0,0,0,[' MAA '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-09,Mumbai,Hyderabad,22:45,00:15,1.5,0,1965,9,5,1.0,evening,mid night,0,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,21:10,04:40,7.5,1,12739,12,6,1.0,evening,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-03-12,Kolkata,Banglore,14:20,16:55,2.58,0,4148,12,3,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-09,Delhi,Cochin,06:40,21:00,14.33,1,7191,9,5,0.0,early morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-06,Delhi,Cochin,07:05,04:25,21.33,1,10262,6,6,1.0,early morning,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-03-24,Kolkata,Banglore,09:55,20:25,10.5,1,12312,24,3,0.0,morning,evening,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-03,Delhi,Cochin,18:15,19:00,24.75,1,10262,3,6,1.0,evening,evening,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-15,Delhi,Cochin,11:00,14:15,3.25,0,9564,15,6,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-24,Kolkata,Banglore,06:30,04:45,22.25,1,13759,24,3,1.0,early morning,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-05-06,Kolkata,Banglore,17:00,20:20,27.33,1,8610,6,5,1.0,afternoon,evening,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-15,Delhi,Cochin,13:00,19:00,6.0,1,14714,15,6,0.0,afternoon,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-03,Banglore,Delhi,08:30,11:20,2.83,0,4823,3,6,0.0,morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Asia,2019-05-27,Delhi,Cochin,07:55,15:45,7.83,1,6451,27,5,0.0,early morning,afternoon,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-21,Delhi,Cochin,14:00,19:00,5.0,1,16079,21,5,0.0,afternoon,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-01,Delhi,Cochin,11:00,14:15,3.25,0,7202,1,6,0.0,morning,afternoon,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-06-01,Banglore,Delhi,05:55,08:35,2.67,0,3625,1,6,0.0,early morning,morning,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,14:05,12:00,21.92,1,9663,9,5,1.0,afternoon,afternoon,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-15,Delhi,Cochin,10:20,19:00,8.67,1,9794,15,5,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SpiceJet,2019-05-01,Mumbai,Hyderabad,13:15,14:45,1.5,0,2437,1,5,0.0,afternoon,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-06-15,Delhi,Cochin,10:00,01:30,15.5,1,13377,15,6,1.0,morning,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-06,Kolkata,Banglore,20:00,04:40,8.67,1,8586,6,6,1.0,evening,mid night,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-06,Banglore,New Delhi,08:55,15:15,6.33,1,19225,6,3,0.0,morning,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-18,Delhi,Cochin,22:50,04:25,5.58,1,15554,18,5,1.0,evening,mid night,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-01,Kolkata,Banglore,09:35,22:05,12.5,1,12121,1,5,0.0,morning,evening,1,1,0,0,0,[' DEL '],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-05-27,Banglore,Delhi,10:10,13:00,2.83,0,3943,27,5,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IndiGo,2019-06-21,Banglore,Delhi,18:15,21:20,3.08,0,4990,21,6,0.0,evening,evening,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-03-06,Delhi,Cochin,20:30,23:00,26.5,1,8854,6,3,1.0,evening,night,1,1,0,0,0,[' BLR '],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,07:10,16:10,9.0,1,7878,27,5,0.0,early morning,afternoon,1,1,0,0,0,[' HYD '],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vistara,2019-03-03,Banglore,New Delhi,09:50,12:35,2.75,0,8028,3,3,0.0,morning,afternoon,1,1,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-09,Kolkata,Banglore,18:55,08:15,13.33,1,8586,9,5,1.0,evening,morning,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-01,Kolkata,Banglore,17:30,13:45,20.25,2,15164,1,5,1.0,afternoon,afternoon,1,1,0,0,0,"[' DEL ', ' COK ']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-03-18,Banglore,New Delhi,07:00,15:15,8.25,1,12284,18,3,0.0,early morning,afternoon,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-21,Mumbai,Hyderabad,07:05,08:30,1.42,0,4995,21,6,0.0,early morning,morning,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,08:45,19:15,10.5,1,10051,27,5,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,14:05,10:05,20.0,1,9663,21,5,1.0,afternoon,morning,1,0,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air India,2019-05-01,Kolkata,Banglore,07:00,05:25,22.42,2,14424,1,5,1.0,early morning,early morning,1,1,0,0,0,"[' DEL ', ' AMD ']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jet Airways,2019-06-15,Delhi,Cochin,10:00,19:00,9.0,1,14714,15,6,0.0,morning,evening,1,1,0,0,0,[' BOM '],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
